PortName,Country,Latitude,Longitude,Min Temp,Max Temp,Annual Temp,Salinity,TempSource,SalinitySource,DataNotes
Xihuqiao,CN,28.16667,113,7.57,29.35,19.58,0,Tcports_NearKeller_Air,Tcports_NearKeller_DistIn,"Nearest point was 28.18333, 112.96667"
Xijiang.Marine.Terminal,CN,21.3,114.95,21.57,28.64,25.42,33.79,Tcports_NearKeller_WOA,Tcports_NearKeller_WOA,"Nearest point was 21.5, 114.5"
Xinchang,CN,31.06667,121.73333,9.11,26.53,17.05,28.4,Tcports_NearKeller_WOA,Tcports_NearKeller_WOA,"Nearest point was 31.05, 121.75"
Xingang(Anhui).CN,CN,31.13333,118.01667,5.8,28.7,18.17,0,#N/A,#N/A,#N/A
Xingang(Guangdong).CN,CN,23.06667,113.83333,16.14,28.9,23.95,0.26,#N/A,#N/A,#N/A
Xinghua,CN,32.95,119.81667,4.42,27.66,16.51,7.23,Tcports_NearKeller_Air,Tcports_NearKeller_Model,"Nearest point was 33.38333, 120.11667"
Xinhe,CN,31.63333,121.38333,7.57,25.63,16.33,28.69,Tcports_NearKeller_WOA,Tcports_NearKeller_Close,"Nearest point was 31.61667, 121.36667"
Xinjian,CN,31.63333,121.38333,7.57,25.63,16.33,28.69,Tcports_NearKeller_WOA,Tcports_NearKeller_Close,"Nearest point was 31.61667, 121.36667"
Xinqiaohe,CN,28.61667,112.33333,7.4,29.22,19.31,0,Tcports_NearKeller_Air,Tcports_NearKeller_DistIn,"Nearest point was 28.56667, 112.31667"
Xinshenwei,CN,31.96667,118.8,5.24,28.5,17.67,0,Tcports_NearKeller_Air,Tcports_NearKeller_DistIn,"Nearest point was 32.05, 118.78333"
Xinshi,CN,23,113.06667,16.04,29.03,23.97,0,Tcports_NearKeller_Air,Tcports_NearKeller_DistIn,"Nearest point was 23.03333, 113.1"
Xiongjiagou,CN,30.36667,114.85,6.62,29.09,18.97,0,Tcports_NearKeller_Air,Tcports_NearKeller_DistIn,"Nearest point was 30.4, 114.81667"
Xitang,CN,31.5,117.83333,5.48,28.56,17.96,0,Tcports_NearKeller_Air,Tcports_NearKeller_DistIn,"Nearest point was 31.53333, 117.73333"
Xuzhou,CN,34.25,117.16667,4.86,28.43,17.58,0,Tcports_NearKeller_Air,Tcports_NearKeller_DistIn,"Nearest point was 32.93333, 117.35"
Yangjing,CN,31.2,121.7,6.62,28.15,17.96,28.69,Tcports_NearKeller_Air,Tcports_NearKeller_Close,"Nearest point was 31.2, 121.68333"
Yangshan.Deepwater.Port,CN,30.61667,122.05,11.4,27.61,18.64,30.66,Tcports_NearKeller_WOA,Tcports_NearKeller_WOA,"Nearest point was 30.68333, 122.41667"
Yangwan,CN,31.2,112.55,6.71,28.63,18.7,0,Tcports_NearKeller_Air,Tcports_NearKeller_DistIn,"Nearest point was 30.31667, 112.26667"
Yaopodu,CN,29.65,111.85,7.22,29.03,19.14,0,Tcports_NearKeller_Air,Tcports_NearKeller_DistIn,"Nearest point was 29.61667, 111.85"
Yazui,CN,30.01667,106.4,9.69,28.83,20.29,0,Tcports_NearKeller_Air,Tcports_NearKeller_DistIn,"Nearest point was 29.81667, 106.43333"
Yicheng,CN,31.33333,119.81667,5.32,28.22,17.36,0,Tcports_NearKeller_Air,Tcports_NearKeller_DistIn,"Nearest point was 32.11667, 119.86667"
Yijiawan,CN,27.86667,112.9,7.66,29.35,19.63,0,Tcports_NearKeller_Air,Tcports_NearKeller_DistIn,"Nearest point was 27.85, 112.88333"
Yixing,CN,31.33333,119.81667,5.32,28.22,17.36,0,Tcports_NearKeller_Air,Tcports_NearKeller_DistIn,"Nearest point was 32.11667, 119.86667"
Yonginmen,CN,25.83333,114.91667,10.36,29.48,21.38,0,Tcports_NearKeller_Air,Tcports_NearKeller_DistIn,"Nearest point was 25.85, 114.91667"
Yongli,CN,27.81667,113.16667,7.75,29.35,19.7,0,Tcports_NearKeller_Air,Tcports_NearKeller_DistIn,"Nearest point was 27.83333, 113.13333"
Youdun,CN,31.01667,121.25,6.54,28.56,18.24,0,Tcports_NearKeller_Air,Tcports_NearKeller_DistIn,"Nearest point was 31, 121.21667"
Youji,CN,31.2,112.55,6.71,28.63,18.7,0,Tcports_NearKeller_Air,Tcports_NearKeller_DistIn,"Nearest point was 30.31667, 112.26667"
Zhangyan,CN,30.91667,121.15,6.54,28.56,18.24,0,Tcports_NearKeller_Air,Tcports_NearKeller_DistIn,"Nearest point was 31, 121.21667"
Zhangzhu,CN,31.33333,119.81667,5.32,28.22,17.36,0,Tcports_NearKeller_Air,Tcports_NearKeller_DistIn,"Nearest point was 32.11667, 119.86667"
Zhaoxiang,CN,31.15,121.13333,6.54,28.56,18.24,0,Tcports_NearKeller_Air,Tcports_NearKeller_DistIn,"Nearest point was 31, 121.21667"
Zhengyanghe,CN,45.8,126.66667,0,24.44,6.29,0,Tcports_NearKeller_Air,Tcports_NearKeller_DistIn,"Nearest point was 45.73333, 126.6"
Zhicheng.,CN,31,119.88333,6.62,28.96,18.61,29.83,#N/A,#N/A,#N/A
Zhonggang,CN,36.08333,120.28333,2.77,26.85,14.93,31.04,Tcports_NearKeller_Air,Tcports_NearKeller_WOA,"Nearest point was 36.08333, 120.3"
Zhoupu(Shanghai).CN,CN,31.06667,121.73333,9.11,26.53,17.05,28.4,#N/A,#N/A,#N/A
Zhoupu(Zhenjiang).CN,CN,30.2,120.13333,6.62,28.96,18.61,29.83,#N/A,#N/A,#N/A
Zhoushan,CN,30.01667,122.1,7.93,28.15,18.68,30.53,Tcports_NearKeller_Air,Tcports_NearKeller_WOA,"Nearest point was 29.93333, 121.88333"
Zhouwei,CN,30.36667,114.85,6.62,29.09,18.97,0,Tcports_NearKeller_Air,Tcports_NearKeller_DistIn,"Nearest point was 30.4, 114.81667"
Zhujiajiao,CN,31.15,121.13333,6.54,28.56,18.24,0,Tcports_NearKeller_Air,Tcports_NearKeller_DistIn,"Nearest point was 31, 121.21667"
Zhujing,CN,30.91667,121.15,6.54,28.56,18.24,0,Tcports_NearKeller_Air,Tcports_NearKeller_DistIn,"Nearest point was 31, 121.21667"
Cienaga,CO,11.08333,-74.28333,27,28.08,27.62,35.41,Tcports_NearKeller_Air,Tcports_NearKeller_WOA,"Nearest point was 11.15, -74.25"
Covenas.Offshore.Terminal,CO,9.5,-75.73333,27.66,28.63,28.08,35.28,Tcports_NearKeller_Air,Tcports_NearKeller_WOA,"Nearest point was 9.41667, -75.68333"
Ecopetrol,CO,10.45,-75.51667,26.86,29.09,28.19,35.18,Tcports_NearKeller_WOA,Tcports_NearKeller_WOA,"Nearest point was 10.41667, -75.53333"
Monomeros,CO,10.96667,-74.78333,27.73,28.83,28.38,2.89,Tcports_NearKeller_Air,Tcports_NearKeller_Model,"Nearest point was 10.96667, -74.78333"
Muelles.El.Bosque,CO,10.4,-75.53333,26.86,29.09,28.19,35.18,Tcports_NearKeller_WOA,Tcports_NearKeller_WOA,"Nearest point was 10.41667, -75.53333"
Pindo,CO,1.78333,-78.85,26.85,27.59,26.85,32.53,Tcports_NearKeller_Air,Tcports_NearKeller_WOA,"Nearest point was 1.85, -78.73333"
Pozos.Colorados,CO,11.15,-74.25,27,28.08,27.62,35.41,Tcports_NearKeller_Air,Tcports_NearKeller_WOA,"Nearest point was 11.15, -74.25"
Puerto.Drummond,CO,11.10667,-74.27333,27,28.08,27.62,35.41,Tcports_NearKeller_Air,Tcports_NearKeller_WOA,"Nearest point was 11.15, -74.25"
Puerto.Prodeco,CO,11.15,-74.21667,27,28.08,27.62,35.41,Tcports_NearKeller_Air,Tcports_NearKeller_WOA,"Nearest point was 11.15, -74.21667"
Rio.Córdoba,CO,11.03306,-74.23306,27,28.08,27.62,35.41,Tcports_NearKeller_Air,Tcports_NearKeller_WOA,"Nearest point was 11.15, -74.21667"
San.Andres.Island,CO,12.55,-71.7,24.6,27.84,26.09,35.56,Tcports_NearKeller_WOA,Tcports_NearKeller_WOA,"Nearest point was 12.26667, -71.95"
Golfo.Dulce,CR,8.61667,-83.16667,26.92,28.29,27.42,32.31,Tcports_NearKeller_Air,Tcports_NearKeller_WOA,"Nearest point was 8.63333, -83.18333"
Puerto.Caldera,CR,9.96667,-84.83334,27,28.7,27.62,32.6,Tcports_NearKeller_Air,Tcports_NearKeller_WOA,"Nearest point was 9.98333, -84.85"
Puerto.Moin,CR,10,-83.08333,26.82,28.54,27.8,32.21,Tcports_NearKeller_WOA,Tcports_NearKeller_WOA,"Nearest point was 10, -83.05"
Banes,CU,20.9,-75.68333,26.15,29.21,27.66,35.83,Tcports_NearKeller_WOA,Tcports_NearKeller_WOA,"Nearest point was 20.78333, -75.65"
Cayo.Frances,CU,22.53333,-79.46667,25.49,29.39,27.48,36.12,Tcports_NearKeller_WOA,Tcports_NearKeller_WOA,"Nearest point was 22.53333, -79.46667"
Guantanamo,CU,19.98333,-75.16667,25.68,28.56,27.31,35.89,Tcports_NearKeller_Air,Tcports_NearKeller_WOA,"Nearest point was 19.98333, -75.11667"
Macabi,CU,20.9,-75.71667,26.15,29.21,27.66,35.83,Tcports_NearKeller_WOA,Tcports_NearKeller_WOA,"Nearest point was 20.83333, -75.73333"
Moa,CU,20.68333,-74.86667,26.1,29.16,27.64,35.86,Tcports_NearKeller_WOA,Tcports_NearKeller_WOA,"Nearest point was 20.68333, -74.9"
Preston.CUB,CU,20.76667,-75.66667,26.15,29.21,27.66,35.83,#N/A,#N/A,#N/A
Puerto.Tarafa,CU,21.55,-77.31667,25.38,28.92,27.29,36.34,Tcports_NearKeller_WOA,Tcports_NearKeller_WOA,"Nearest point was 21.55, -77.26667"
Punta.Gorda.CU,CU,20.63333,-74.85,26.1,29.16,27.64,35.86,#N/A,#N/A,#N/A
Santa.Cruz.del.Sur,CU,20.7,-77.98333,25.56,29.7,28.2,36.26,Tcports_NearKeller_WOA,Tcports_NearKeller_WOA,"Nearest point was 20.65, -77.86667"
Santa.Maria.CU,CU,21.28333,-78.51667,26.23,29.54,28.07,36.14,#N/A,#N/A,#N/A
Tarafa,CU,21.55,-77.31667,25.38,28.92,27.29,36.34,Tcports_NearKeller_WOA,Tcports_NearKeller_WOA,"Nearest point was 21.55, -77.26667"
Palmeira.Bay,CV,16.78333,-22.95,21.36,26.7,23.79,36.06,Tcports_NearKeller_WOA,Tcports_NearKeller_WOA,"Nearest point was 16.75, -23"
Porto.Grande,CV,16.88333,-25,22.26,26.5,24.14,36.19,Tcports_NearKeller_WOA,Tcports_NearKeller_WOA,"Nearest point was 16.88333, -25"
Porto.Praia,CV,14.9,-23.51667,22.35,27.23,24.6,35.93,Tcports_NearKeller_WOA,Tcports_NearKeller_WOA,"Nearest point was 14.9, -23.51667"
Sal.Island,CV,16.66667,-23,21.36,26.7,23.79,36.06,Tcports_NearKeller_WOA,Tcports_NearKeller_WOA,"Nearest point was 16.75, -23"
Christmas.Island,CX,-10.41667,105.71667,26.17,28.98,27.83,34.23,Tcports_NearKeller_WOA,Tcports_NearKeller_WOA,"Nearest point was -10.41667, 105.71667"
Moni,CY,34.7,33.2,16.83,26.94,21.59,39.1,Tcports_NearKeller_WOA,Tcports_NearKeller_WOA,"Nearest point was 34.7, 33.33333"
Morphou.Bay,CY,35.13333,32.83333,11.04,26.54,19.02,39.2,Tcports_NearKeller_Air,Tcports_NearKeller_WOA,"Nearest point was 35.13333, 32.83333"
Vassiliko,CY,34.71667,33.31667,16.83,26.94,21.59,39.1,Tcports_NearKeller_WOA,Tcports_NearKeller_WOA,"Nearest point was 34.7, 33.33333"
Elbeharbour,DE,53.88333,9.16667,3.72,18.53,10.53,25.09,Tcports_NearKeller_Air,Tcports_NearKeller_Close,"Nearest point was 53.91667, 9.18333"
Hochfeld,DE,51.45,6.71667,4.94,19.7,11.97,0,Tcports_NearKeller_Air,Tcports_NearKeller_DistIn,"Nearest point was 51.45, 6.71667"
Kiel.Canal,DE,54.33333,9.75,3.65,18.33,10.36,25.09,Tcports_NearKeller_Air,Tcports_NearKeller_Close,"Nearest point was 54.3, 9.71667"
Kieler.Hafn,DE,54.36667,10.16667,3.72,18.43,10.36,15.94,Tcports_NearKeller_Air,Tcports_NearKeller_WOA,"Nearest point was 54.36667, 10.15"
Toenning,DE,54.31667,8.95,3.72,18.33,10.4,27.22,Tcports_NearKeller_Air,Tcports_NearKeller_Close,"Nearest point was 54.31667, 8.95"
Uetersen,DE,53.68333,9.66667,3.72,18.73,10.65,25.09,Tcports_NearKeller_Air,Tcports_NearKeller_Close,"Nearest point was 53.66667, 9.65"
Weserport,DE,53.53333,8.58333,3.92,18.63,10.74,27.33,Tcports_NearKeller_Air,Tcports_NearKeller_Close,"Nearest point was 53.53333, 8.58333"
Avernakke,DK,55.3,10.8,1.95,17.2,9.22,17.15,Tcports_NearKeller_WOA,Tcports_NearKeller_WOA,"Nearest point was 55.3, 10.78333"
Dansk,DK,56.68333,10.03333,3.13,17.64,9.51,21.97,Tcports_NearKeller_Air,Tcports_NearKeller_Close,"Nearest point was 56.68333, 10.06667"
Ensted,DK,55.01667,9.43333,3.32,17.54,9.69,18.67,Tcports_NearKeller_Air,Tcports_NearKeller_WOA,"Nearest point was 55.01667, 9.43333"
Hvide.Sande,DK,56,8.11667,3.92,17.74,10.08,26.66,Tcports_NearKeller_Air,Tcports_NearKeller_Model,"Nearest point was 56.08333, 8.23333"
Korsoer,DK,55.33333,11.13333,2.01,17.14,9.2,16.79,Tcports_NearKeller_WOA,Tcports_NearKeller_WOA,"Nearest point was 55.33333, 11.13333"
Laesohavn,DK,57.29833,10.925,2.91,16.79,9.46,26.81,Tcports_NearKeller_WOA,Tcports_NearKeller_WOA,"Nearest point was 57.21667, 10.7"
Lindholm,DK,55.3,10.81667,1.95,17.2,9.22,17.15,Tcports_NearKeller_WOA,Tcports_NearKeller_WOA,"Nearest point was 55.3, 10.78333"
Lindoe.Terminal,DK,55.46667,10.53333,3.58,18.14,10.14,17.15,Tcports_NearKeller_Air,Tcports_NearKeller_Close,"Nearest point was 55.46667, 10.53333"
Masnedovaerkets.Havn,DK,54.96667,11.88333,3.52,18.14,10.15,15.97,Tcports_NearKeller_Air,Tcports_NearKeller_WOA,"Nearest point was 55, 11.9"
Nykobing(Falster).DNK,DK,54.76667,11.86667,3.58,18.24,10.24,15.43,#N/A,#N/A,#N/A
Nykobing(Mors).DNK,DK,56.8,8.86667,4.05,16.82,10.2,4.12,#N/A,#N/A,#N/A
Nykobing(Sjaelland).DNK,DK,55.91667,11.68333,3.52,18.53,10.27,16.98,#N/A,#N/A,#N/A
Rodvig,DK,55.25,12.38333,2.34,17.05,9.24,15.22,Tcports_NearKeller_WOA,Tcports_NearKeller_WOA,"Nearest point was 55.31667, 12.45"
Sakskoebing,DK,54.8,11.63333,3.65,18.33,10.3,15.97,Tcports_NearKeller_Air,Tcports_NearKeller_WOA,"Nearest point was 54.8, 11.63333"
Samso.Island,DK,55.83333,10.58333,2.06,17.03,9.22,19.31,Tcports_NearKeller_WOA,Tcports_NearKeller_WOA,"Nearest point was 55.8, 10.53333"
Tuborg,DK,55.73333,12.58333,2.13,17.02,9.2,15.05,Tcports_NearKeller_WOA,Tcports_NearKeller_WOA,"Nearest point was 55.73333, 12.58333"
Vesterohavn,DK,57.29833,10.925,2.91,16.79,9.46,26.81,Tcports_NearKeller_WOA,Tcports_NearKeller_WOA,"Nearest point was 57.21667, 10.7"
Woodbridge.Bay,DM,15.31667,-61.38333,26.31,28.61,27.46,35.19,Tcports_NearKeller_WOA,Tcports_NearKeller_WOA,"Nearest point was 15.28333, -61.4"
AES.Andres.LNG.Terminal,DO,18.4,-69.63333,25.52,27.8,26.85,35.53,Tcports_NearKeller_Air,Tcports_NearKeller_WOA,"Nearest point was 18.4, -69.63333"
Palenque,DO,18.2,-70.18333,26.26,28.66,27.52,35.54,Tcports_NearKeller_WOA,Tcports_NearKeller_WOA,"Nearest point was 18.41667, -70"
Punta.Caucedo,DO,18.43333,-69.66667,25.52,27.8,26.85,35.53,Tcports_NearKeller_Air,Tcports_NearKeller_WOA,"Nearest point was 18.4, -69.63333"
Sans.Souci,DO,18.46667,-69.88333,26.26,28.66,27.52,35.54,Tcports_NearKeller_WOA,Tcports_NearKeller_WOA,"Nearest point was 18.46667, -69.88333"
Arzew.El-Djedid,DZ,35.8,-0.2,14.43,24.11,18.67,36.79,Tcports_NearKeller_WOA,Tcports_NearKeller_WOA,"Nearest point was 35.86056, -0.30972"
Djen-Djen,DZ,36.81667,5.88333,14.5,25.6,19.39,36.95,Tcports_NearKeller_WOA,Tcports_NearKeller_WOA,"Nearest point was 36.82083, 5.77"
Jijel,DZ,36.83333,5.78333,14.5,25.6,19.39,36.95,Tcports_NearKeller_WOA,Tcports_NearKeller_WOA,"Nearest point was 36.82083, 5.77"
Port.Methanier,DZ,36.9,6.95,13.32,25.68,19.1,37.02,Tcports_NearKeller_Air,Tcports_NearKeller_WOA,"Nearest point was 36.87778, 6.94389"
Andiport,EC,-2.26667,-79.9,25.76,27.8,26.81,1.95,Tcports_NearKeller_Air,Tcports_NearKeller_Model,"Nearest point was -2.28333, -79.91667"
Balao.Terminal,EC,1.03333,-79.73333,25.84,27.07,26.37,32.53,Tcports_NearKeller_Air,Tcports_NearKeller_WOA,"Nearest point was 0.96667, -79.68333"
San.Lorenzo.EC,EC,1.25,-78.83333,26.85,27.59,26.85,32.53,#N/A,#N/A,#N/A
Tepre.Terminal,EC,1.01667,-79.66667,25.84,27.07,26.37,32.53,Tcports_NearKeller_Air,Tcports_NearKeller_WOA,"Nearest point was 0.96667, -79.68333"
Kopli-Port.Of.Tallinn,EE,59.46667,24.71667,0.55,18.43,7.27,5.81,Tcports_NearKeller_Air,Tcports_NearKeller_WOA,"Nearest point was 59.45, 24.73333"
Muuga-Port.Of.Tallinn,EE,59.5,24.95,0.57,16.3,7.08,5.67,Tcports_NearKeller_WOA,Tcports_NearKeller_WOA,"Nearest point was 59.5, 24.96667"
Old.City.Harbour-Port.of.Tallinn,EE,59.45,24.76667,0.55,18.43,7.27,5.81,Tcports_NearKeller_Air,Tcports_NearKeller_WOA,"Nearest point was 59.45, 24.75"
Paldiski-Port.Of.Tallinn,EE,59.35,24.05,0.81,16.35,7.17,5.99,Tcports_NearKeller_WOA,Tcports_NearKeller_WOA,"Nearest point was 59.35, 24.05"
Pyarnu,EE,58.38333,24.48333,0.69,18.93,7.77,5.72,Tcports_NearKeller_Air,Tcports_NearKeller_WOA,"Nearest point was 58.38333, 24.48333"
Sillamaë,EE,59.4,27.75,0.2,18.53,6.8,5,Tcports_NearKeller_Air,Tcports_NearKeller_WOA,"Nearest point was 59.4, 27.78333"
Sviby,EE,59.16667,23.3,0.78,16.85,7.36,6.05,Tcports_NearKeller_WOA,Tcports_NearKeller_WOA,"Nearest point was 59, 23.16667"
Abu.Qir,EG,31.31667,30.06667,17.09,26.71,21.8,38.74,Tcports_NearKeller_WOA,Tcports_NearKeller_WOA,"Nearest point was 31.3, 30.06667"
Ain.Sukhna.Terminal,EG,29.53333,32.4,16.13,26.14,21.46,41.26,Tcports_NearKeller_WOA,Tcports_NearKeller_WOA,"Nearest point was 29.68333, 32.36667"
Ataqa,EG,29.88333,32.46667,14.22,27.94,22.2,41.26,Tcports_NearKeller_Air,Tcports_NearKeller_WOA,"Nearest point was 29.86667, 32.46667"
East.Port.Said,EG,31.26667,32.31667,16.84,27.42,22.14,38.9,Tcports_NearKeller_WOA,Tcports_NearKeller_WOA,"Nearest point was 31.25, 32.3"
East.Zeit.Terminal,EG,27.85,33.6,21.6,27.48,24.57,40.52,Tcports_NearKeller_WOA,Tcports_NearKeller_WOA,"Nearest point was 27.65, 33.6"
El.Meks,EG,31.15,29.83333,17.07,26.77,21.82,38.71,Tcports_NearKeller_WOA,Tcports_NearKeller_WOA,"Nearest point was 31.15, 29.8"
Geisum.Terminal,EG,27.63333,33.71667,21.6,27.48,24.57,40.52,Tcports_NearKeller_WOA,Tcports_NearKeller_WOA,"Nearest point was 27.65, 33.6"
Maadiya.Port,EG,31.26667,30.15,17.09,26.71,21.8,38.74,Tcports_NearKeller_WOA,Tcports_NearKeller_WOA,"Nearest point was 31.3, 30.06667"
Mersa.el.Hamra,EG,30.96667,28.86667,17.1,26.1,21.42,38.77,Tcports_NearKeller_WOA,Tcports_NearKeller_WOA,"Nearest point was 31.5, 28.5"
Nuweibah,EG,28.96667,34.63333,14.12,28.83,22.94,40.58,Tcports_NearKeller_Air,Tcports_NearKeller_WOA,"Nearest point was 28.96667, 34.63333"
Port.Tewfik,EG,29.96667,32.55,16.34,29.16,23.93,41.26,Tcports_NearKeller_Air,Tcports_NearKeller_WOA,"Nearest point was 29.96667, 32.55"
Ras.Budran,EG,28.93333,33.13333,18.03,26.32,22.48,40.97,Tcports_NearKeller_WOA,Tcports_NearKeller_WOA,"Nearest point was 28.9, 33.16667"
Ras.Shukheir,EG,28.13333,33.28333,19.17,26.56,23.06,40.79,Tcports_NearKeller_WOA,Tcports_NearKeller_WOA,"Nearest point was 28.35, 33.11667"
Ras.Sudr,EG,29.58333,32.68333,16.39,26.14,21.54,41.26,Tcports_NearKeller_WOA,Tcports_NearKeller_WOA,"Nearest point was 29.58333, 32.68333"
Sidi.Kerir.Terminal,EG,31.1,29.61667,17.07,26.77,21.82,38.71,Tcports_NearKeller_WOA,Tcports_NearKeller_WOA,"Nearest point was 31.15, 29.78333"
Suez.Canal,EG,30.58333,32.28333,15.53,28.5,23.14,38.97,Tcports_NearKeller_Air,Tcports_NearKeller_WOA,"Nearest point was 30.58333, 32.28333"
Wadi.Feiran,EG,28.73333,33.23333,18.03,26.32,22.48,40.97,Tcports_NearKeller_WOA,Tcports_NearKeller_WOA,"Nearest point was 28.9, 33.16667"
Za'farana.Terminal,EG,29.16667,32.68333,16.39,26.14,21.54,41.26,Tcports_NearKeller_WOA,Tcports_NearKeller_WOA,"Nearest point was 29.58333, 32.68333"
Zeit.Bay.Terminal,EG,27.83333,33.6,21.6,27.48,24.57,40.52,Tcports_NearKeller_WOA,Tcports_NearKeller_WOA,"Nearest point was 27.65, 33.6"
Abra,ES,43.36667,-3.06667,9.4,20.85,14.8,25.44,Tcports_NearKeller_Air,Tcports_NearKeller_Model,"Nearest point was 43.31056, -3.02861"
Adra,ES,36.71667,-3.03333,13.82,26.47,19.75,36.81,Tcports_NearKeller_Air,Tcports_NearKeller_WOA,"Nearest point was 36.75, -2.61667"
Benidorm,ES,38.53333,-0.13333,13.57,25.92,18.93,37.65,Tcports_NearKeller_WOA,Tcports_NearKeller_WOA,"Nearest point was 38.83333, 0.11667"
Cala.Figuera,ES,39.86667,4.3,13.98,26.22,19.27,37.47,Tcports_NearKeller_WOA,Tcports_NearKeller_WOA,"Nearest point was 39.86667, 4.3"
Castro-Urdiales,ES,43.38333,-3.2,10.16,20.85,15.23,35.44,Tcports_NearKeller_Air,Tcports_NearKeller_WOA,"Nearest point was 43.4, -3.23333"
El.Ferrol,ES,43.46667,-8.25,11.72,20.76,15.85,23.11,Tcports_NearKeller_Air,Tcports_NearKeller_Model,"Nearest point was 43.46667, -8.26667"
Hornillo,ES,37.4,-1.55,12.52,26.23,19.1,37.17,Tcports_NearKeller_Air,Tcports_NearKeller_WOA,"Nearest point was 37.4, -1.56667"
Javea,ES,38.8,0.18333,13.57,25.92,18.93,37.65,Tcports_NearKeller_WOA,Tcports_NearKeller_WOA,"Nearest point was 38.83333, 0.11667"
La.Coruna,ES,43.38333,-8.36667,10.94,20.85,15.94,35.59,Tcports_NearKeller_Air,Tcports_NearKeller_WOA,"Nearest point was 43.38333, -8.36667"
Luarca,ES,43.58333,-6.58333,12.25,20.24,15.44,35.6,Tcports_NearKeller_WOA,Tcports_NearKeller_WOA,"Nearest point was 43.56667, -6.63333"
Mazarron,ES,37.56667,-1.25,14.17,25.27,18.91,37.24,Tcports_NearKeller_WOA,Tcports_NearKeller_WOA,"Nearest point was 37.58333, -0.98333"
Palma.ESP,ES,39.56667,2.63333,10.94,24.86,17.32,37.5,#N/A,#N/A,#N/A
Puerto.Caballo.Oil.Terminal,ES,28.45,-16.26667,18.6,23.07,20.72,36.75,Tcports_NearKeller_WOA,Tcports_NearKeller_WOA,"Nearest point was 28.48333, -16.23333"
Puerto.de.la.Savina,ES,38.73333,1.41667,13.71,25.74,18.95,37.42,Tcports_NearKeller_WOA,Tcports_NearKeller_WOA,"Nearest point was 38.73333, 1.41667"
Puerto.Santa.Maria,ES,36.58333,-6.23333,14.12,26,20.06,25.52,Tcports_NearKeller_Air,Tcports_NearKeller_Model,"Nearest point was 36.6, -6.23333"
Punta.Ceballos.Tanker.Terminal,ES,43.36667,-3.1,9.4,20.85,14.8,25.44,Tcports_NearKeller_Air,Tcports_NearKeller_Model,"Nearest point was 43.31056, -3.02861"
Punta.Lucero.Tanker.Terminal,ES,43.36667,-3.1,9.4,20.85,14.8,25.44,Tcports_NearKeller_Air,Tcports_NearKeller_Model,"Nearest point was 43.31056, -3.02861"
Raos,ES,43.43333,-3.83333,11.13,21.23,15.84,22.64,Tcports_NearKeller_Air,Tcports_NearKeller_Model,"Nearest point was 43.4, -3.81667"
Santurce,ES,43.36667,-3.06667,9.4,20.85,14.8,25.44,Tcports_NearKeller_Air,Tcports_NearKeller_Model,"Nearest point was 43.31056, -3.02861"
Soller,ES,39.78333,2.76667,10.94,24.86,17.32,37.5,Tcports_NearKeller_Air,Tcports_NearKeller_WOA,"Nearest point was 39.56972, 2.62556"
Vilanova.i.la.Geltru,ES,41.21667,1.73333,12.89,24.87,17.89,37.87,Tcports_NearKeller_WOA,Tcports_NearKeller_WOA,"Nearest point was 41.21667, 1.73333"
Villagarcia.de.Arosa,ES,42.6,-8.76667,11.43,21.51,16.21,16.67,Tcports_NearKeller_Air,Tcports_NearKeller_Model,"Nearest point was 42.6, -8.76667"
Villaricos,ES,37.2,-1.78333,14.25,25.11,18.84,37.27,Tcports_NearKeller_WOA,Tcports_NearKeller_WOA,"Nearest point was 37.16667, -1.83333"
Zorroza,ES,43.36667,-3.06667,9.4,20.85,14.8,25.44,Tcports_NearKeller_Air,Tcports_NearKeller_Model,"Nearest point was 43.31056, -3.02861"
Akonniemi,FI,62.28333,27.73333,0,18.73,5.6,0,Tcports_NearKeller_Air,Tcports_NearKeller_DistIn,"Nearest point was 62.33333, 27.83333"
Ekenas,FI,59.96667,23.43333,0.52,18.14,7.11,6.05,Tcports_NearKeller_Air,Tcports_NearKeller_WOA,"Nearest point was 59.98333, 23.43333"
Haponniemi,FI,60.8,21.4,0.63,17.94,7.12,6.17,Tcports_NearKeller_Air,Tcports_NearKeller_WOA,"Nearest point was 60.8, 21.4"
Haukipudas,FI,65.21667,25.26667,0,17.54,4.47,5,Tcports_NearKeller_Air,Tcports_NearKeller_WOA,"Nearest point was 65.21667, 25.28333"
Hepokari,FI,60.8,21.4,0.63,17.94,7.12,6.17,Tcports_NearKeller_Air,Tcports_NearKeller_WOA,"Nearest point was 60.8, 21.4"
Jakobstad,FI,63.7,22.68333,-0.39,14.59,4.97,5,Tcports_NearKeller_WOA,Tcports_NearKeller_WOA,"Nearest point was 63.68333, 22.7"
Kosula,FI,62.28333,27.73333,0,18.73,5.6,0,Tcports_NearKeller_Air,Tcports_NearKeller_DistIn,"Nearest point was 62.33333, 27.83333"
Kristinestad,FI,62.26667,21.36667,0.33,17.94,6.37,5.58,Tcports_NearKeller_Air,Tcports_NearKeller_WOA,"Nearest point was 62.26667, 21.31667"
Kumpusalmi,FI,62.86667,27.68333,0,18.53,5.31,0,Tcports_NearKeller_Air,Tcports_NearKeller_DistIn,"Nearest point was 62.85, 27.5"
Laajasalo.Oil.Harbour,FI,60.16667,25.01667,0.33,18.93,7.22,5.55,Tcports_NearKeller_Air,Tcports_NearKeller_WOA,"Nearest point was 60.16667, 24.95"
